Employee_ID,Department,Salary_USD,Performance_Score
353,Sales,49598.420493556565,8
354,Engineering,35692.248978819516,9
355,Marketing,51281.0441491079,6
356,Finance,43189.483425251194,5
357,Engineering,58406.43548988724,6
358,HR,43473.76020697609,2
359,Sales,45538.165667852205,4
360,HR,31104.59269054469,3
361,Engineering,45476.936807509235,7
362,Engineering,25761.206733710434,9
363,Engineering,34160.97176514276,5
364,HR,57604.146561442976,6
365,Engineering,57858.001586508326,10
366,HR,54254.575617849645,2
367,Engineering,40330.23856870787,3
368,Finance,49522.8864385802,3
369,Engineering,49963.974609094315,9
370,HR,38416.353108074574,7
371,Marketing,65033.983017671504,8
372,Engineering,58773.62290575671,10
373,Marketing,47790.35826170336,9
374,Finance,50268.85838994531,6
375,Sales,52083.82807947553,4
376,Finance,29582.651315757095,1
377,Engineering,47528.22617479403,8
378,Marketing,43180.15752002201,7
379,Marketing,39983.79990105084,2
380,HR,47188.99707114045,8
381,Marketing,67976.86526849522,5
382,HR,56408.4286126701,7
383,Sales,44288.21010217203,4
384,Engineering,55725.827813561584,5
385,HR,63993.55436586002,8
386,Sales,59246.336829127686,1
387,Marketing,50596.303699201744,1
388,Marketing,43530.63222294426,4
389,Sales,56982.233136135896,3
390,Marketing,53934.853854217494,10
391,Sales,58951.932200277326,2
392,HR,56351.718016819694,3
393,HR,60495.527153193354,1
394,Sales,44647.64788439432,1
395,HR,63173.94065634326,6
396,HR,51975.996046923996,5
397,HR,70752.60872625266,8
398,Finance,43108.12181910432,2
399,Engineering,67359.63803165249,4
400,Marketing,51979.10783462648,8
401,Finance,43485.819963855516,6
402,HR,45161.141659456785,1
403,Sales,46796.5269180568,4
404,HR,54241.65946401916,1
405,Engineering,55228.35488035499,2
406,HR,44262.99996061421,5
407,Sales,49756.45407739017,8
408,Engineering,71422.70358611865,8
409,HR,67275.43170100711,3
410,Engineering,54363.23669674032,4
411,Marketing,50380.034781682,10
412,Marketing,51200.31326718261,6
413,HR,56135.17972730417,10
414,Engineering,39772.07434801594,3
415,Sales,47426.23462576655,2
416,HR,33314.15926122411,6
417,Marketing,53992.23122605279,5
418,Marketing,56471.95939702741,10
419,HR,45168.135377006256,5
420,Engineering,65739.86763290034,10
421,Marketing,37742.34336997659,5
422,Engineering,35356.2511979018,10
423,Marketing,52244.51818559972,5
424,Marketing,60470.98302612155,3
425,Finance,66839.27691457869,7
426,Marketing,45411.1573713106,6
427,Sales,60786.808334312955,4
428,HR,49614.91530499293,2
429,HR,48273.7270005918,9
430,Engineering,58836.599374866724,1
431,Marketing,56523.2287841342,4
432,Sales,34236.078430157504,1
433,Engineering,64765.40349725896,6
434,Finance,63800.91354147452,4
435,Engineering,43744.37298490471,5
436,Engineering,53958.03533437409,5
437,Marketing,54940.301862827386,9
438,Finance,52606.73765823907,1
439,Engineering,44496.9484615458,2
440,Sales,43283.766320619485,6
441,Sales,49744.45929008555,5
442,HR,61727.290192593646,7
443,Finance,55436.001545944324,3
444,Finance,46293.85667913894,3
445,HR,57716.987106483444,10
446,Engineering,21514.573793699245,2
447,Finance,61487.65700372103,3
448,Sales,32602.862212219003,10
449,Sales,46375.590585968675,1
450,Marketing,38803.30105373856,5
451,Finance,37053.18524279094,5
452,Engineering,61608.2678737852,7
453,HR,45322.98798688109,4
454,HR,53465.038817307155,3
455,Engineering,49530.79421120816,1
456,Marketing,54770.408272231216,8
457,HR,50768.218910602554,3
458,Finance,37170.077758114305,2
459,Marketing,59962.6681944714,4
460,Finance,45062.43416838688,3
461,Sales,34434.181013402485,1
462,Marketing,45718.84839034088,3
463,HR,65007.59790634311,2
464,Marketing,58502.21742113493,8
465,Marketing,46513.47865592141,6
466,Marketing,46507.42295681571,9
467,Marketing,46783.64948782617,8
468,Finance,70767.4798356084,10
469,Sales,53819.35452231553,3
470,Engineering,54300.4164719107,5
471,Marketing,60302.83454031842,7
472,HR,52387.891590265135,5
473,Marketing,47409.578541792966,8
474,HR,48036.501509150214,5
475,Finance,49283.98740585936,1
476,HR,49627.777634901584,5
477,Engineering,57276.2954363698,4
478,Sales,50519.458858073,6
479,HR,57326.400772155794,3
480,HR,49192.83419891418,5
481,Sales,50786.3519031609,2
482,Engineering,30017.993154678923,6
483,Marketing,59163.276747024815,6
484,HR,53464.884758979926,5
485,Sales,59980.101098596526,6
486,Finance,21037.44621806311,7
487,Sales,70883.74704780728,5
488,Finance,48604.10371844826,1
489,Engineering,61081.82816737516,8
490,Marketing,39600.940728744696,4
491,Sales,56127.7390506257,9
492,HR,39465.84436826344,10
493,Engineering,43762.310393041946,6
494,Sales,69140.31353866786,1
495,HR,48093.17599236654,3
496,Sales,52174.32873179723,3
497,Finance,58700.67730688754,10
498,Sales,54956.818879726045,4
499,Sales,51504.189051435766,6
500,Sales,53649.61002466225,7
501,Engineering,74034.15585238276,10
502,Sales,49423.81202966414,4
503,HR,52010.99046714968,6
504,Finance,60506.54396007612,1
505,Finance,61055.259329579836,8
506,Sales,61870.3030556038,7
507,Engineering,56387.302220291844,9
508,Engineering,38569.95087269516,3
509,HR,66334.31532301096,2
510,Sales,38536.54606981312,1
511,Finance,53026.354652390335,3
512,Engineering,42457.24149980642,5
513,Sales,49358.616534070075,2
514,Engineering,53287.6241030348,3
515,Engineering,53213.57215450273,4
516,Finance,54219.207542352844,7
517,Marketing,66137.11269058647,3
518,HR,54535.3430151398,9
519,HR,47558.433647093516,8
520,Finance,59640.871682883575,4
521,Engineering,61894.70488924641,1
522,Sales,37723.921848630074,1
523,Engineering,55974.00069849858,1
524,Finance,57011.72742310898,1
525,HR,47024.364966400084,8
526,Engineering,63757.06813311619,3
527,HR,48499.44412967473,6
528,Sales,51255.764534715425,3
529,HR,48269.281757161305,5
530,HR,50155.790475814676,7
531,Marketing,39037.24913104798,2
532,Marketing,35599.49117405705,6
533,Marketing,65945.05063224972,6
534,HR,41530.386516816725,3
535,Finance,40086.076505436926,6
536,HR,28466.098863962852,10
537,Finance,43610.38252310498,10
538,Finance,36769.10206592502,5
539,Marketing,66420.15160136369,2
540,Engineering,60098.170893426344,9
541,Sales,43118.49654822276,8
542,Marketing,72524.35805344308,3
543,Marketing,59817.65486991595,8
544,Engineering,46751.68616491377,9
545,Sales,25005.94285126427,3
546,HR,72909.42572590742,3
547,HR,36104.275332364035,2
548,Marketing,33546.01253043108,8
549,Sales,60225.7043200964,10
550,Marketing,74397.52406339273,1
551,Finance,63842.72818510518,8
552,Marketing,55639.091200523595,7
553,Marketing,55947.54341665286,7
554,HR,58534.15558780308,3
555,HR,57589.28589786765,1
556,HR,52811.91423969376,4
557,Finance,51042.01103951876,9
558,HR,49374.068721004776,5
559,Sales,42460.35411133324,1
560,Engineering,47193.24923133226,5
561,Sales,33070.43185804614,8
562,Sales,49016.6037320525,8
563,HR,40114.088928490826,5
564,Engineering,38964.10682784229,9
565,Engineering,51798.94151153479,1
566,Engineering,63920.02286344599,4
567,Finance,59183.166060023126,3
568,HR,34294.993963768226,2
569,Engineering,40103.71863429662,8
570,Finance,59407.71187988216,7
571,Marketing,40175.1260646169,9
572,Marketing,47753.66850002975,2
573,Finance,55500.52099024552,4
574,Finance,40316.555451363645,6
575,HR,51053.7550614596,3
576,HR,36659.74505081795,8
577,Marketing,43986.323560487865,3
578,Engineering,53197.81934142537,2
579,Marketing,34070.06266468331,3
580,Engineering,54404.74737960399,6
581,Engineering,49803.62201073319,2
582,HR,55524.89954417148,8
583,Sales,52239.141340646616,1
584,Sales,63641.40429973844,7
585,Finance,51252.245026479075,2
586,HR,45705.94458874747,10
587,Engineering,51222.975030322836,6
588,Sales,55432.98029036388,2
589,Engineering,50488.60070325704,2
590,Sales,50405.916912038825,10
591,Sales,42980.08312193245,8
592,Sales,43370.99082449052,2
593,HR,35973.947282003064,7
594,Marketing,67495.76743186939,3
595,Engineering,37561.36764608715,8
596,HR,43070.948022040924,7
597,HR,42815.927344308024,8
598,HR,58949.24376944441,7
599,HR,47050.50321707972,6
600,HR,62477.42072673734,7
601,Finance,43265.09375756131,5
602,Engineering,52789.94162223802,7
603,HR,41646.529467402426,1
604,Engineering,71451.49127773388,1
605,Finance,38124.01580970487,9
606,Finance,53098.20710227027,5
607,Engineering,56337.76880932099,5
608,Sales,54137.990974514985,3
609,Marketing,48147.123411222914,5
610,Sales,48701.79300266574,3
611,Sales,50438.1147197911,9
612,Sales,48529.979983715115,9
613,HR,59638.79116794909,6
614,Finance,72105.23001591352,1
615,Sales,44425.08214992166,7
616,Finance,36301.970204209225,7
617,Engineering,49117.17951648745,10
618,Marketing,75797.09337654318,10
619,Engineering,41963.254320302694,4
620,Engineering,66391.16805444067,8
621,HR,66777.0081407644,6
622,Marketing,44464.11758292005,4
623,Engineering,55689.83079185276,4
624,Engineering,66283.96623128538,2
625,Marketing,46208.72259012513,2
626,Marketing,47964.19639897638,4
627,Engineering,44183.19086051356,5
628,Marketing,39852.43269307133,8
629,Engineering,43507.22454933993,6
630,Engineering,37760.59733237744,4
631,HR,50340.83468259226,7
632,Sales,42300.26768941358,8
633,Engineering,52337.85911790748,2
634,Finance,34441.04353796373,7
635,Sales,53308.80232214457,2
636,Sales,58335.28961608925,2
637,Sales,30062.643574285445,8
638,HR,53740.56569847572,2
639,Engineering,62276.68992473292,9
640,HR,37903.58981308794,1
641,Engineering,66725.72386837704,9
642,HR,54190.19009366045,1
643,HR,42949.88144241591,10
644,Finance,49442.30922342294,10
645,HR,55583.26912521722,2
646,Marketing,50760.05391412412,6
647,Finance,55387.55992446369,6
648,HR,40793.264069206336,1
649,Sales,51693.60824036078,7
650,Marketing,35862.8550309502,8
651,Marketing,48887.739386513,2
652,Marketing,40960.9235853521,8
653,Finance,42644.70057410233,9
654,HR,62360.93175210437,6
655,HR,60913.10120594269,5
656,Sales,56091.38120907177,9
657,Sales,39076.87235327421,9
658,Marketing,46835.91550305198,1
659,Sales,62130.976999791834,3
660,Finance,51417.16913639905,9
661,HR,73193.29539981694,2
662,Marketing,53933.178393943715,4
663,Sales,51920.49116490032,4
664,Finance,46908.83535797499,2
665,Finance,51335.409047822825,3
666,Sales,48475.30163619456,3
667,HR,57081.08676688591,1
668,Sales,59567.02316794584,6
669,Marketing,42140.10539492051,8
670,Sales,36687.67046442222,3
671,Finance,31637.946268967033,5
672,Sales,55079.913269125434,1
673,HR,38966.33393826126,10
674,Engineering,28471.09407047517,7
675,Sales,53885.786045309644,10
676,HR,74929.99517432791,1
677,HR,49939.29088460107,9
678,Finance,58384.907744516415,8
679,HR,50818.29358547565,7
680,HR,49011.10346808857,10
681,HR,59190.764829877684,7
682,HR,47097.254558113484,5
683,Marketing,52673.92314071903,5
684,Marketing,53216.97806196014,5
685,Finance,43319.09546356951,1
686,Sales,59920.42349536523,8
687,HR,48250.402433045914,1
688,Sales,42442.54840507155,4
689,Sales,55365.098435704036,9
690,Finance,41015.32018208963,9
691,HR,50281.81157369128,5
692,HR,49908.810033557966,4
693,Engineering,60858.95565831578,3
694,Sales,54746.982328799524,3
695,Sales,49749.73041254856,5
696,Marketing,58177.66299200287,10
697,Engineering,63902.075490173134,1
698,Marketing,55578.103063518625,5
699,Marketing,50103.52619843381,6
700,Marketing,36881.6376764984,7
701,Finance,39348.863369246275,9
702,Finance,46947.752956453325,3
703,Marketing,43904.87797840717,2
704,Engineering,48130.28697014554,3
705,Sales,50566.49924897107,9
706,Engineering,55296.927543567304,7
707,HR,49295.01221940909,9
708,Finance,54865.01643826202,2
709,Sales,50644.7441481012,5
710,Sales,30245.33433646129,4
711,HR,40606.646061812455,2
712,HR,48559.12444278385,9
713,Marketing,37903.05257158892,9
714,Finance,55999.287299962045,6
715,Finance,65307.508323436974,6
716,Engineering,62187.61851697317,8
717,Marketing,47865.57129069792,6
718,Marketing,64907.261368499516,1
719,Marketing,51486.67457202112,4
720,Marketing,46629.14028881961,7
721,Finance,43865.9733645906,2
722,Finance,46975.30313511872,9
723,Marketing,46118.231814587714,8
724,Engineering,51704.16222375488,8
725,Sales,51605.73981049865,7
726,Sales,50030.460201534144,4
727,Engineering,54369.3816974635,2
728,Marketing,61906.462747863414,3
729,Finance,59495.54135441324,6
730,Sales,35151.020315500966,5
731,HR,24460.788650980452,8
732,HR,59343.19911239274,6
733,Engineering,36331.21301584579,6
734,Marketing,47752.345981073166,1
735,Sales,38298.86973940641,4
736,Marketing,31980.1956241998,5
737,Sales,55414.62728204788,3
738,Engineering,57591.55160302647,9
739,Engineering,44234.8959927328,1
740,HR,24089.5770785509,6
741,Marketing,44537.55551747517,6
742,HR,53918.04005402546,10
743,Marketing,35210.88431225871,5
744,HR,51833.599197791555,5
745,Finance,49846.90150827004,10
746,Finance,55792.914996010884,5
747,Finance,51195.80368414153,6
748,Finance,40269.31059118445,8
749,Sales,61965.715016644914,2
750,Finance,48414.7042697303,6
751,Engineering,49726.95460490068,1
752,Engineering,40667.32040926804,4
753,Sales,45567.1774880849,10
754,Finance,41151.97285973099,3
755,Finance,48270.53940076577,9
756,Finance,67117.08480142344,3
757,HR,36280.98857068644,6
758,Marketing,33864.38602123259,1
759,HR,64711.70327493609,6
760,Marketing,47906.76322848134,4
761,Finance,43309.27261340083,8
762,Finance,60399.04687396076,9
763,HR,43943.84460263136,4
764,HR,68260.09713546936,10
765,Marketing,56779.25871339269,10
766,Engineering,45120.885918542976,6
767,Marketing,71573.08213265504,1
768,HR,43942.850769966615,4
769,HR,57420.95372009307,7
770,Sales,52992.92580406492,1
771,HR,63017.41289398798,8
772,Sales,65615.11196726853,10
773,Engineering,50320.04149065767,6
774,Marketing,42465.82129653817,5
775,Marketing,54599.72142939117,10
776,Sales,43222.84630247894,9
777,Marketing,70133.87247526622,2
778,HR,51365.35331082738,5
779,Finance,46346.78448687891,6
780,Sales,51846.803058649086,7
781,Marketing,36528.73710470303,5
782,Sales,40283.85961489349,9
783,Sales,62004.139079444256,1
784,Finance,43431.057210286046,7
785,HR,39530.8901731806,10
786,Sales,55366.52752527286,7
787,Marketing,61857.04154662997,4
788,Engineering,57189.53310665067,9
789,Sales,59960.476858058166,5
790,Sales,42432.049114305395,4
791,Finance,35781.89333258156,7
792,HR,65013.33651955487,4
793,Engineering,46773.20161157864,3
794,Marketing,47491.669835449524,9
795,Engineering,63281.941418490576,8
796,Marketing,55562.3000940066,1
797,HR,54558.877720816075,7
798,Marketing,71650.02344901084,9
799,Finance,43564.817696198574,8
800,Finance,59278.40128081237,8
801,Finance,50570.13124897084,6
802,Finance,52685.92278863257,4
803,Engineering,65284.68426412532,8
804,HR,55078.357562896235,3
805,Marketing,55382.96079049633,9
806,Marketing,60725.07337309802,2
807,Finance,46350.47270457115,2
808,Finance,41607.903326609936,7
809,Sales,39551.90805978967,10
810,HR,30336.434106239984,4
811,Engineering,70562.07129940322,10
812,Marketing,38967.916342783166,8
813,Sales,47787.46376414228,9
814,Sales,47231.86700111079,7
815,Marketing,53074.06697809101,5
816,Engineering,58157.37212539297,8
817,Sales,58604.734883597455,4
818,Sales,44169.22561431061,2
819,HR,48328.782862135886,6
820,Engineering,52825.799504883,9
821,Sales,47513.08873816453,1
822,Engineering,66073.45576019993,10
823,Marketing,54909.749516382515,7
824,Finance,57348.77786049817,10
825,Sales,56628.81268667413,9
826,HR,61734.73857485325,10
827,Marketing,51810.21558703707,9
828,Engineering,37031.680520441536,10
829,Marketing,53996.87951752642,3
830,Sales,43486.43106208171,5
831,Engineering,44713.83318250243,8
832,Finance,55863.64018755093,8
833,Marketing,62382.830714336356,4
834,Sales,50212.71576736062,1
835,HR,53088.33012598964,1
836,Engineering,67022.14944635238,4
837,Marketing,52407.53179488568,6
838,Marketing,76016.83114180395,8
839,Finance,55655.09645631544,6
840,Finance,32392.372408441825,9
841,HR,57533.416211045325,9
842,HR,53811.58384882778,2
843,Sales,62897.527540827454,10
844,Sales,56731.813512699584,1
845,HR,48615.44016016226,2
846,HR,37757.01763710634,5
847,Engineering,47909.76742713975,4
848,Finance,41494.795457907,4
849,Sales,44194.765501952774,9
850,Finance,55885.7840442061,8
851,Finance,66699.04504351407,6
852,HR,53946.715298229814,1
853,Engineering,38041.169379648156,2
854,Marketing,54446.02668220141,6
855,Engineering,61966.31486645651,2
856,Engineering,43902.17095680618,10
857,Finance,48659.82833327082,5
858,Engineering,50146.88194729197,5
859,Sales,42151.0168691776,6
860,Finance,56482.80433843859,6
861,Sales,48790.51851392219,6
